"","age_under_5_2017","age_over_65_2017","median_age_2017","white_2010","black_2017","no_move_in_one_plus_year_2010","speak_english_only_2017","hs_grad_2017","bachelors_2017","computer_2017","homeownership_2010","per_capita_income_2017","poverty_2016","employed_2015","uninsured_2017","fed_spending_2009","density_2010","log_incident_rate"
"1084",5.6,17.9,41,92.6,2.47,86.5,96.6,89.5,22.1,83.1,69.8,26920.59,14.6,57216,6.5,951774,94.5,-9.1278518423839
"1085",4.8,16.6,42.8,95.3,0.61,85.2,94.7,93.3,35.2,89.5,72,35246.15,7.4,78464,7,1678698,156.8,-9.00204156958492
"1086",5.9,21.3,44.1,96.6,1.13,88.1,95.1,89.1,17,80.1,73.6,29543.18,10.2,4860,4.8,123055,13.2,-9.15088225702598
"1087",4.9,25,49.2,92.2,1.22,92.9,92.9,78.9,18.7,77.4,74,21280.18,20.6,4192,14.2,102249,47.5,-9.99323684467974
"1088",6.5,15.5,38.9,84.1,4.78,88.1,92.3,81.8,15.1,73.8,75.1,22793.82,18.3,18054,14.8,276001,63,-9.03019929335377
"1089",5.7,14.4,40.3,89.2,3.4,87.8,95.1,88.8,23,86.8,74.7,31581.99,10,49594,5.5,743814,292,-9.66617681113274
"1090",4.3,11.3,40.1,82.8,2.28,75.3,52.7,58,10.2,79.6,72.7,26972.04,30,2051,14.3,42458,7.2,-9.46300388982638
"1091",5.8,17.1,41.2,55.9,20.36,88.5,97.9,81.4,17.8,74.4,74,21061.13,21.1,27851,12.9,522381,122.4,-7.63081693853649
"1092",6,12,39,89.4,2.1,86.9,91.8,95.5,58.1,94.8,82.9,47732.53,5.2,103103,5.3,655318,314.4,-10.1404342244842
"1093",5.3,19.2,44.4,96.9,0.43,89.5,96.7,87.8,18.6,84.3,77.2,25633.47,15.2,21952,5.3,359267,56.5,-9.69238064431042
"1094",5.2,10.3,25.4,59.2,18.55,71,94.3,88.1,42.6,84.7,50.9,22403.94,28.3,21119,11,388449,104,-8.76143896794106
"1095",5.7,21.4,44.3,94.8,0.24,89.7,92.1,90.5,17.5,79.6,74.4,28463.27,12.6,6641,6.2,138859,22.8,-10.1531172290862
"1096",6.4,13.1,33.4,85.8,0.36,91.8,40.4,65.4,9,68,71.1,12413.68,38.3,5863,29.8,173401,37.5,-11.3756040421032
"1097",5,20.4,46,98,0.48,91.2,98.3,89.3,15.2,79.8,76.4,25673.08,13.8,30832,5.9,698238,105.5,-9.78256584640283
"1098",4.6,20.7,43.5,89.8,0.67,84.1,93.7,88.8,19,81.2,83.1,30018.81,14.6,2924,5.7,62067,12.5,-10.2356289962254
"1099",7.3,19.9,35.9,89.7,0.34,79.9,90.7,92.4,28.1,92.2,70.9,24735.84,12.5,61197,14.6,939464,56.9,-9.77123946310983
"1100",6.6,16.2,39.3,93.1,1.63,85.6,91.9,92.5,24.6,86.1,78.9,29736.8,9.1,20498,3.9,204567,85.1,-10.286707051697
"1101",5.5,19.3,42,97.3,0.47,85.4,98.8,84,15.5,74.6,67.2,19281.3,20,6623,9.7,233268,29.6,-8.71207193927487
"1102",3.1,26.9,53.1,95.9,1.28,93.4,97.3,88.7,16.5,78.5,82.6,26732.72,12.8,2847,9.3,71550,14.3,-9.42031762675863
"1103",9.4,8.4,29.9,60.5,1.22,82.5,50.8,74.2,16.3,84.7,66.8,21375.3,14.9,36002,15.9,413958,62.9,-8.89930750737862
"1104",4.8,15.3,37,53.5,21.02,80,91.5,81.8,14.4,80.7,67,22666.95,24.3,8454,8.7,294488,82.8,-8.90372786318765
"1105",5.9,21.4,43.5,97.5,0.4,86,96.3,92.5,21.7,79.8,77.1,33007.17,11.6,6144,11.1,107590,4.2,-10.6769697057483
"1106",6.9,17.5,39.6,95.7,0.96,89.3,93.9,80.8,12.2,75.7,77.9,19643.51,16.7,16525,15.1,395736,67.8,-9.65172237333164
"1107",6.9,16,37.4,59.3,20.26,91.2,98.9,75.1,12.6,73.6,82,21235.63,25.3,7018,11.8,143007,25.6,-8.26791342649713
"1108",6.4,14.3,33.7,69.6,0.94,78.6,60.3,80.4,33.3,89.4,54.1,33001.7,13.9,206250,12,3704179,155,-9.78639234277327
"1109",5.6,19.2,42.7,94.8,0.88,89.1,95.5,89.2,22.1,82.3,77.3,28253.06,11.5,23532,5.2,353535,61.3,-9.89508232739211
"1110",5.8,17.9,41.4,96.6,0.6,88.7,98.2,92.1,16.4,85.6,82.8,26314.81,8.9,13731,7.4,162505,70.3,-10.5363538022111
"1111",5,25.9,49.6,87.4,0.82,84.4,84.4,83.6,19.5,87.2,74.3,28309.38,18.8,9543,18.3,167254,91.9,-9.90610412631928
"1112",6.3,16.8,40.6,44.2,25,86.9,93.8,78.2,12.1,75.8,65.2,20341.02,24.2,16501,11.5,408868,179.2,-8.3983983941016
"1113",6.3,15.7,39.6,72.7,9.36,84.6,88.1,89.8,29.8,85.8,65.5,31429.29,11.3,134421,7.1,5803841,510.6,-7.82882904928173
"1114",6.8,11,36.2,82.6,6.67,83.3,95.3,87,19.2,90.2,74.5,26132.41,10.3,25783,11,200552,109.4,-7.95570651866425
"1115",4.7,16,41.8,80.1,5.25,86.9,84.3,90.5,34.6,90,70.6,37704.65,9.2,137603,5.6,1883350,373.9,-8.74585510554115
"1116",7.6,9.4,36.4,85.6,0.09,79.6,83.5,92.7,42.5,88.3,59.7,24798.25,9.7,5616,10.5,40340,22.6,-9.29491127342645
"1117",5.1,21.3,44.4,79.9,6.86,83.5,92.5,89.3,23,88.9,71,24948.98,15,127572,15.6,1640494,237.5,-7.54982791104401
"1118",3.9,29,52.7,97.2,0.08,83.4,98,86.8,18.4,84.9,76,25324.48,12.9,12318,12.1,211407,69.4,-9.95222215960674
"1119",5.8,17.3,39.6,92.3,2.34,86.9,96.3,91.4,20.4,81.3,68.8,25813.27,14.3,19485,5.8,390908,53.1,-8.18742816717
"1120",4.5,21.4,47.8,98,0.31,90.9,97.4,88.7,17.5,84.8,79.2,27748.32,12.7,20205,8.8,305939,52.7,-10.0745555486894
"1121",4.4,24.3,50.6,96.6,0.42,85.9,97.2,92.3,27.5,85.8,77.8,29637.07,9.6,17574,5.6,322480,32.3,-9.91221365483642
"1122",7.3,14.1,35.8,79.5,8.83,87.9,88.4,77.6,12.2,76.8,69.8,20995.94,23.1,24088,13.5,459879,94.3,-8.27332862246451
"1123",4.6,20.2,45.4,97.2,0.6,93.3,99.1,80.5,12.6,60.4,67.6,20594.49,15.7,9064,9.8,152590,37.4,-10.753328604839
"1124",5.4,19.2,42.8,56.3,17.43,87.5,92.3,79.2,14.5,75,69,20570.82,26.4,13567,12.3,315040,40.2,-7.92820008477014
"1125",5.5,11.6,27.2,81.9,2,68.8,92.3,91.3,36.8,88.6,53.9,24527.2,25.1,37031,12.5,541758,113,-9.35550384883041
"1126",6.8,11.9,35.1,63.3,14.94,79.3,91,90.7,25.4,86.6,67.8,26056.13,14.9,61864,13.9,2418706,372.5,-8.64781090944829
"1127",7.4,9.4,33.1,66,2.74,77,82.8,93.4,34.6,94.6,61.7,38324.82,7.2,149082,13.2,4358145,171.2,-7.81571641590086
"1128",5.8,20.3,43,96,0.09,87.6,95.8,91.8,20.2,81.3,76,30027.68,10,5167,4,89176,22.6,-9.45362636212514
"1129",5.6,22.7,46.3,96.6,0.48,86.4,96.3,90.7,19.5,83.4,75.6,32750.23,10.9,6015,6.6,105979,20.9,-10.0434016572471
"1130",5.3,21.4,44.6,95.8,0.95,89.5,93.2,89.9,20.9,80.4,74.5,28765.33,12.9,8376,7.2,163274,32.6,-8.86130285516666
"1131",5.9,10.6,36.7,55,20.69,82.3,89.5,90.1,28,94,80.2,26026.85,9.6,98573,11.7,781736,633,-9.900388437053
"1132",4.8,19.8,43.7,90,2.92,86.1,93.5,92.1,34.7,88.2,77.7,34043.46,7.4,47142,6,565398,368.7,-9.74031867925032
"1133",6.1,15.3,39.3,87.6,2.21,86.2,91.9,90.2,21.4,86.8,73.5,27029.39,12.9,79082,7.4,1215976,223.3,-8.41533701788329
"1134",4.7,19.3,46,92.3,1.07,87.8,93.4,93.2,29.8,92.8,71.3,30793.07,10.9,18785,16,237122,88.5,-9.66781444424511
"1135",5.9,18.2,41.1,90.2,2.57,81.4,95.7,85.5,18.2,81.4,68.6,24312.7,17,29016,13,614231,171.5,-7.96269653639752
"1136",6.3,17.2,40.2,83.9,2.8,81.2,88.9,88.2,20.2,85.2,70.4,26336.15,13.2,57533,16.7,838539,129.6,-10.1946536801918
"1137",6.2,17.7,41.5,68.8,14.23,82.6,96.3,79.2,12.9,75.9,69.8,18935.6,19.8,10324,14.9,205853,84,-10.1731902096303
"1138",5.4,22.7,45.7,86.4,6.69,88,99.1,82.8,13.8,72.5,72.6,23499.52,17.8,3553,10.4,93436,13.4,-10.4093709837628
"1139",6.2,19.9,43.5,97.6,0.27,89.9,95.4,92,18.7,81,75.3,27622.75,8.9,4606,6.5,68685,14.4,-10.3826057674577
"1140",3.1,38.3,58.1,90,2.84,84.1,90.3,90,22.4,88.3,81.1,28366.37,12.6,63599,12.7,1400977,235.2,-9.4003193176014
"1141",7.7,20,42.4,97.4,0,92.6,99.4,90.6,22,77.2,79.7,30891.87,9.8,956,15.1,25213,1.7,-8.90666440977005
"1142",7.2,14.1,37.4,47.5,24.55,90.9,97.1,80,11.7,80.9,71.7,18887.41,26.7,8390,15,209335,28.2,-7.94626364358054
"1143",6.2,21.5,42.8,97.6,0.39,90,93,84.5,14.5,81.3,75.2,21611.02,18.1,3786,14.2,99114,12.4,-10.4448229825067
"1144",6.3,19.7,40.6,47.7,24.59,81.8,95,80.5,18.9,75.2,54.6,22908.26,22.3,17735,11.3,477635,1002.8,-7.12002511028764
"1145",6.8,15.9,37.7,59.8,5.41,85.4,94.5,85.2,18.9,79.1,68.8,22113.49,21.4,28057,18.8,947111,87.6,-8.35803512372716
"1146",6,20.1,43.5,96.2,0.3,90.6,96.5,93,17.6,81.6,73.3,28532.05,10.4,3876,8.6,70574,16.2,-9.65880111054544
"1147",4.8,22.8,48.8,93.9,0.84,87.9,92.2,86.2,15.2,80.2,81.9,26502.15,14.3,10774,8.2,165709,39.1,-9.86883399403625
"1148",5.6,18,42.2,94.1,1.01,85.7,97.3,88.8,18.3,82.2,74,27678.51,12.7,16353,9.3,260728,53.1,-10.1692460500716
"1149",4,14.3,37.9,89.8,1.58,84,88.9,94.1,39.7,91.6,76.4,41203.24,7.2,80888,3.5,878579,372.2,-9.67716626017834
"1150",6.8,13.3,36.3,92.8,0.66,81,93.2,92.2,22.8,88.9,70.4,31553.53,10.4,40821,14,499583,14.1,-6.91398428558124
"1151",5.7,19.2,40.8,96,0.57,84.7,98.7,94.1,18.7,83.5,69.6,25796.93,10.7,5941,9,93651,15.4,-9.98259905754424
"1152",5.5,18.7,42.4,96.7,0.39,87.7,99.2,94.8,22.2,80.2,81.8,28760.58,10.7,3108,8.8,45333,8.5,-10.0750851459671
"1153",6.1,17.8,42.2,96.1,0.48,84.5,94.7,85.5,12.6,74.1,82.5,22994.9,16.3,6654,13.7,125386,39,-10.0296208130092
"1154",5.9,19.2,40.9,95,0.6,82.9,95.2,94,28.1,86.4,76.2,29799.13,10.5,7126,7.7,103394,23.9,-8.97463612147425
"1155",5.6,19.4,42.6,97.7,0.33,90.2,98.3,79.6,13,70,80.4,20128.4,18.7,8428,10,214390,50.9,-11.3851489100281
"1156",5.5,22.1,45.5,89.1,4.38,87,92.7,84.5,16.9,76.9,78.4,25962.45,14.5,5343,11.8,173930,32.5,-8.46802045407502
"1157",5.6,15,38,92.5,1.06,84.3,94,92.4,27.3,87.1,68.4,30983.55,11.7,87644,5.3,7263351,384.3,-9.30038893312432
"1158",5.8,20.3,43.4,84.8,6.58,88.3,98.6,82,15.5,74.1,74,22146.06,19.6,14353,11.8,357327,36.6,-8.97250387981275
"1159",5.5,18.5,42.2,54.5,22.83,93.5,98.8,81.5,13,58.7,80,20099.21,29,7054,10.9,252684,20.9,-10.7996367997084
"1160",5.9,13.8,38.1,58.6,5.02,88.3,56.9,89.3,42,90.1,67,36804.93,8.6,418062,8.9,4982989,2621.6,-10.3078958524191
"1161",4.5,17.7,36.4,91,1.27,76.3,98.1,83.1,16.3,69.8,64.8,19881.82,16.2,3126,17.3,58457,991.9,-10.1586722593951
"1162",5.1,16.1,42.8,82.6,3.6,90.3,82.5,92.8,44,91.2,75.9,46316.1,7.1,312901,7.4,6899729,1344.7,-9.79366750475529
"1163",4.6,20.3,45.7,97.1,0.29,87.5,96.6,92.9,30.3,86.5,79.3,28422.03,14.3,19543,11.1,305539,53.1,-9.40153907670774
"1164",7,17.2,39,67.1,4.01,85.4,95.1,81.9,13.5,65.5,67.4,18851,25.7,13568,21.2,407755,17.9,-9.48753261807327
"1165",7.2,19.4,39.9,86.9,0.3,92,79.3,83.5,15.2,77.1,79.4,26001.2,11.3,5960,14.1,93416,25.8,-9.58497965328386
"1166",4.9,21,45.7,96.6,0.89,87.7,97.4,90.3,16.8,78.8,77,25078.72,14.2,7448,6.8,121704,29.2,-9.29302573859479
"1167",7.4,17.8,36.8,67.8,8.45,86.9,78.8,83.3,16.7,76.1,66.8,21197.37,19.2,4777,16.2,113390,63.3,-9.22847494217167
"1168",6.4,13.8,34.1,91.8,2.54,81.6,90.8,92,27.2,89.1,72.9,29796.81,11.7,84962,4.4,1001238,112.2,-9.3183728504741
"1169",6.4,20.1,42.5,98.2,0.24,88.8,95,91.2,20.7,81.9,79.7,29174.68,12.3,10941,9.1,190650,24.2,-9.72171384564501
"1170",6.1,17.3,41,85.9,0.92,87.9,98.5,85.5,14.3,78.8,79.3,23171.05,15.8,15135,14.5,231914,36,-9.64900382160275
"1171",4.8,12.6,36.2,87.2,0.43,76.3,83.9,94.6,60.4,95.3,63.9,42990.98,10.8,171102,6.2,2646131,405.6,-9.89891461256599
"1172",7,16,37.1,63.1,1.12,80,89.6,86.1,17,76.4,71.6,20172.46,21.3,11226,21.4,361063,23.2,-8.90235354618404
"1173",5.5,16.9,41.2,94.1,0.61,86.9,93.5,91.8,22.9,85.8,72.5,29837.24,7.7,54749,4.7,607555,141.2,-9.55325976126861
"1174",6.1,18.6,42.1,85,5.55,83.1,97.2,88.3,24.2,80.3,69.2,29335.78,18.7,27137,6.8,1784515,263.6,-7.89777541357078
"1175",5.6,21.9,40.9,84.3,1.45,82.3,76.9,73.6,15.1,73.8,77.7,23759.34,20.1,2162,19.5,73862,5.4,-10.0674754026416
"1176",6.6,12.8,35,29.6,31.4,82.4,90.5,84.2,30.4,81.8,49.8,27670.56,21.8,272395,8,17406603,7671.5,-6.48773370265688
"1177",6.2,20.9,44,97.4,0.14,92.5,97.7,92.7,18.6,81.4,76.2,28361.74,10.3,5568,7.9,105904,11.2,-9.88646854736653
"1178",5.6,17.6,42.3,97.6,0.27,87.3,98,89.4,14.4,84.6,78.7,25143.31,11,19972,6.9,252354,99.7,-9.12317140681261
"1179",6.9,15.6,38.1,79.5,8.14,87,92.3,79,15.8,76.4,76,22338.52,19.3,12776,11,236021,48.5,-8.37455643105369
"1180",5.2,24.6,47.8,98.5,0.19,88.7,98.9,89.6,23.3,78.6,72.4,28252.38,12.8,2707,10.7,89097,10.4,-9.96415923206886
"1181",5.9,19.1,43.3,93.5,1.25,86.3,97.3,92.3,15.7,81.4,74.1,24508.4,14,17293,6.3,320484,69.3,-9.20099685697303
"1182",10.7,7.2,26.9,12.6,0.02,93,92.2,86.2,17.3,68.3,50,14906.39,35.3,1237,30.3,90334,3.8,-9.77928394907682
"1183",5.7,21,45.2,74.5,11.13,90.7,96.8,84.2,12.3,73.3,82.1,21168.98,17.1,2277,10.3,268464,8.5,-9.24850283307053
"1184",5,20.9,45.4,96.6,0.22,88.5,94.9,87.6,22,80.4,76.6,26011.89,15.5,12828,5.2,254339,39.3,-8.75316702272085
"1185",5.3,15.6,39.4,69,13.08,90.5,90.6,81.3,15.5,77.5,71.3,20555.26,22.7,3390,14.4,70067,38.1,-9.79397955908158
"1186",5.4,18.8,41.1,81.3,0.99,83.6,98.8,86.1,15.8,80.6,73,21508.49,16.9,2742,17.1,80481,9.8,-8.98088527804817
"1187",5.6,21.2,45.8,80.5,1.16,85.1,84.7,84.7,15.3,81.3,67.1,23179.58,20.7,26852,11.8,601507,51.5,-9.45961550007502
"1188",7.7,17.6,35.8,88.2,0.74,81.3,81.9,85.4,21,78.9,68.9,24119.43,12.3,4995,13.3,150150,4.2,-10.607376829628
"1189",6.2,19.4,43.5,96.5,0.04,84.4,96,81.2,12.1,77.1,81.8,20251.89,18.6,6546,20.4,120077,31,-9.30167295464937
"1190",6.9,14,36.7,57.5,18.05,79.6,92.2,90.4,33.7,84.2,60.4,28876.31,17.2,177567,10.1,5988039,503.8,-7.28111554557792
"1191",5.2,15.8,39.4,91.9,0.57,84.6,89.7,91,28.5,89.5,71.2,29758.87,11.2,54385,8.2,534544,184.2,-10.2200364402889
"1192",4.9,20.2,44.4,91.6,2.89,87,95.7,90.1,22.3,81.6,75.3,26894.4,16.1,50107,7.4,1066668,173.4,-9.69132368188644
"1193",5,23.1,46.5,95.4,1.72,86.2,98,82.8,12.8,74,83.2,20048.12,17.9,6235,10.9,173684,41.8,-9.28131128584676
"1194",4.5,11.5,28.2,87.6,2.27,69.1,89.9,92,46.3,90.5,56.4,29812.85,20.3,47573,6.6,713253,243.9,-9.98796655911407
"1195",8,12.8,31.6,45.8,0.12,90.5,59.4,83.7,17.3,63.2,78.2,15530.98,31,5278,22.4,254115,1.9,-9.91960693441601
"1196",6.5,13,37.5,82.7,5.37,83.6,91.6,82.7,19.4,87.3,72.4,24429.93,15.1,44103,15.1,471471,217.9,-9.05771838421469
"1197",5.1,20.6,44.4,96.7,1.19,86.8,97.8,87,17,77,77.8,24883.47,12.2,7531,10.6,142738,48.6,-9.17171833672238
"1198",5.8,17.3,41.6,63.1,16.88,82.5,98.3,75.6,9.6,69.8,69.9,16464.38,29.4,3601,17.5,79980,32.9,-9.1871229208
"1199",4.2,24.4,49.7,83.3,6.38,87,95.5,85.7,30.8,81.7,77.8,32600.44,12.6,6970,11.6,142261,31.9,-8.91447490671638
"1200",7.1,12.7,32.6,92.7,1.29,82.2,94.2,94.7,33.2,85.8,71.2,29449.19,12,34446,5.1,378202,56.4,-8.96219546901035
"1201",5.3,20.5,43.7,94.2,0.39,91.1,92.3,91.1,18.9,83.9,75.2,28240.83,11.5,16005,5.5,300447,40.2,-10.4192260881628
"1202",6.6,14.6,39,83.1,0.06,88,71.5,79.6,30.2,90,68.3,30288.72,10.7,12889,11.8,158344,42.8,-9.35098236177859
"1203",6.3,19.2,41.3,70.8,8.29,91.5,97.7,83.5,14.2,70.1,78,22394.21,18.5,8815,14,225086,28,-8.99199777760301
"1204",5.8,14.5,40.4,89.1,0.7,87.7,75.4,84.8,19.5,87,84.5,28941.89,10.4,22085,14.2,220705,53.4,-9.8563907038984
"1205",6.3,12.5,38.2,87,2.78,87.8,89.3,93.7,28.7,91.7,82.9,33797.42,6.8,183013,4.8,1269594,782.1,-9.90715473324538
"1206",6,14,38.1,93.5,1.1,83.9,96.6,92.3,29.3,87.2,77.8,29450.96,8.9,30671,8.4,332450,46.1,-10.0920133082724
"1207",6.4,12.6,37.9,75.4,8.59,85.2,87.7,89.1,30,91.1,73.3,28506.52,11,92552,8.9,881452,492.1,-9.24407905324634
"1208",5.5,18,42.7,97.5,0.52,87.1,98.8,89.3,14.1,81.4,75.5,23557.49,14.5,12285,8.5,332415,69.7,-9.6988327405351
"1209",5.9,22.1,44.6,75,0.42,84.7,96.7,82.9,15.2,71.7,74.2,22548.76,22,4530,18.9,212362,8.3,-9.6041151919386
"1210",5.4,20.9,43.7,94.5,0.03,83,94.1,91.4,24.4,81.9,70.6,27449.17,14.6,6861,13.8,116520,6,-10.2006805028601
"1211",5.8,12.9,34,91.6,2.17,77.3,95.8,86.8,30.3,87.7,62,24725,21.3,42571,6.9,921425,189.6,-8.83137768242406
"1212",6.9,10.4,34.9,55.3,15.59,78.2,80.6,89.9,44.1,91.9,62.6,34939.53,12.3,534989,13.1,4560780,1755.5,-8.08028789800074
"1213",7.3,10.6,32.9,56.7,4.21,82.7,58.9,79.2,19.8,89.3,65.1,22388.22,17.6,861894,11.6,11788836,101.5,-9.32059456898633
"1214",5.1,17.2,44.2,96.4,0.63,87.5,98.4,70.3,8.9,63.4,74.5,17590.65,39,1900,7,112957,37.8,-8.58316818033977
"1215",10.1,25.6,47.6,80.5,5.11,87.5,76.2,75.4,16.7,71.1,79.9,20539.82,21.4,506,16.6,24234,1.7,-8.64064899534316
"1216",7,15.5,37,74.4,8.77,83.9,91.2,90,30.2,84,68.2,29575.31,15.2,83805,6.6,1670372,301.2,-6.71841112808398
"1217",6.1,16.4,40.5,95.5,1.02,89,97.5,90.8,16.8,85,77.7,27804.88,10.8,18143,8.2,248148,68.7,-9.7298779363442
"1218",6.8,14,36.6,66.9,11.81,82.2,90.6,89.9,30.2,85.5,63.2,28504.96,15.5,341720,12.6,8539891,1115.3,-7.80885383000869
"1219",5.3,20.2,44.6,87,4.24,88.9,96.8,91.6,22.4,85.4,72.8,29841.45,12.5,35288,6.9,621498,306.4,-8.35163401954378
"1220",6.4,21.1,44.1,97.1,0.07,89,95.8,92.1,21,82,75.7,29053.85,10.6,5727,8,121546,4.3,-10.6233496896136
"1221",4.3,21.5,46.5,92.5,1.37,88.5,92.4,90.8,33.2,86,68.9,34504.57,10.9,61751,2.9,1239858,141.6,-7.92613945631708
"1222",4.7,20.8,45.3,76.2,0.38,83.9,65.8,88.9,41.4,85.7,71.2,35058.55,14,68976,13.3,2044942,75.5,-8.22058587259551
"1223",6.1,15.8,40.7,92.8,2.15,83.5,98.1,79,14.1,81.3,73.5,23504.28,18.5,11094,12.9,179118,102,-10.5564462184406
"1224",4.6,24.5,49.8,73.5,11.84,89.7,96.8,82.1,14.1,70.8,79.8,25834.22,22.6,4124,16.2,105564,27.7,-8.41000384397072
"1225",4.2,19.2,46.9,93.9,0.97,91.5,89.7,92,35,89.1,78.7,40724.69,7.2,100157,5,1708318,206.3,-9.87032257163085
"1226",6.1,17.2,38.9,91.8,2.53,83.8,98.8,88.3,25.5,80.4,78.4,24326.48,15.9,4800,8.5,90773,21.9,-9.91529259798589
"1227",5.5,18.5,46.5,73.5,11.86,91,98.4,80.8,14.5,83.5,83.2,25242.38,10.4,5914,12.8,76086,35.7,-9.05468022013572
"1228",5.7,16.6,41.1,94,0.17,82.1,97.6,95.2,37.5,88.4,72.8,31318.38,10.4,33776,7.4,1379751,18.3,-8.34927408626606
"1229",4.3,22.8,47.4,95.3,1.89,89.7,95.6,81.1,12.8,71.7,81.3,20332.44,17.4,6628,12.2,114952,35.1,-9.44790740299612
"1230",6.4,17.9,40,81.6,4.98,85,87,88.8,22.7,84.4,71.5,28176.6,15.6,67608,7.1,1660770,345,-9.11790636451986
"1231",4.5,22,47.7,97.1,0.32,87.5,97.2,91.2,14.8,82.1,76.2,26405.61,12.4,19558,5.9,482690,29.8,-9.43212299765105
"1232",6.8,19.7,42.2,97.9,0.06,92.4,95.4,91.7,24.5,88.1,80.2,38098.18,8.2,1828,6.1,41047,2.7,-9.46622213187817
"1233",4.7,24.8,48,95.8,0.95,85.6,95.9,82.9,12.9,81.8,79.7,19656.79,20.1,4650,8.2,143416,23.6,-9.80187924778135
"1234",7.5,8.3,35.8,68.7,3.78,86.2,68.6,93.5,59.8,96.6,80.8,49456.68,3.5,192918,6.8,2792093,605.8,-9.94503038308207
"1235",3.5,20.7,44,64.8,12.88,86.9,89.2,80.5,13.4,74.7,79.9,24778.18,19.3,3722,11,74436,48.3,-10.4746930622908
"1236",5.2,22.3,46.9,97.2,0.3,87.6,99.4,75.4,12.1,74.8,73.3,18451.87,26,5384,14,207341,17.8,-9.4989532610837
"1237",5.3,16.3,41.2,66.8,13.89,92.9,96.4,83,14.6,64.9,71.1,19765.7,25.2,6374,13.2,186064,44,-9.25776055052467
"1238",5.9,21.5,46,96.9,0.36,88.7,97.5,92.8,20.8,83.2,77.9,30632.89,11.6,4014,6.1,113409,14.6,-9.5415487789223
"1239",6.4,18.1,43.1,96.8,0.36,86.8,97.7,77.2,12.1,78.1,79.1,17988.4,22.7,3800,9.9,110735,34.9,-9.21051535666547
"1240",3.5,19.1,43.5,54,24.42,88.3,97.2,80.9,11.3,67.5,76.1,21860.83,20.8,877,9.7,20997,13.4,-9.25550492393056
"1241",7,17.8,38.2,69,0.53,79.8,93.9,84.3,14,74.1,75,19411.37,19.1,13634,16.9,350730,67.6,-9.10906673174969
"1242",6,13.9,28.3,64.4,14.23,76.9,92.8,88,33.6,83,56.3,24170.78,17.8,33633,10.2,1264105,1538.2,-8.17058486891268
"1243",4.6,18.9,45.5,86.6,0.48,86.7,87.6,92.9,33.3,92,76.5,37106.69,8.7,83326,6,1061501,106,-10.0533303058439
"1244",6,15.9,40,93.7,0.76,82.6,98.1,92,20.3,83.6,72.1,25699.6,11.9,13457,7.9,167319,45.5,-9.92595329725179
"1245",2.9,8.5,22.7,87,4.67,61.6,95.2,88.2,34.4,84.6,51.6,20520.69,27.2,7822,8.4,262718,1662.1,-9.07360384840271
"1246",6.7,11.1,36.2,89.9,2.37,77,94.9,89.9,28.1,90.4,68.9,31452.71,10.4,25634,7.8,213022,167.4,-8.89525638791179
"1247",5.6,16.5,41.3,89.9,0.82,87.4,90.1,92.4,23.8,86.6,72.3,29513.56,7.1,58986,5.3,735886,225.9,-9.70840419498012
"1248",6.3,16.7,38.3,97.4,0.25,83,97,93,28.1,87.3,73.1,31945,7.9,8443,6,94412,29.3,-10.0320713091034
"1249",5.1,24,47.8,89.7,0.58,82.9,89.8,88.9,19.4,82.2,74.3,25779.58,17.8,12670,12.9,245114,27.1,-9.90982575694728
"1250",6.6,16.9,38.3,53.3,21.58,79.7,95.7,80.9,13.6,73.9,58.5,19840.07,30.3,8781,17.9,232910,86,-7.84285686110111
"1251",6,17.4,39.7,94.5,0.22,82.3,97.3,92.9,24.5,90.3,70.7,28134.13,14.5,67880,11.6,1193926,111.3,-9.18873938666766
"1252",5.1,17.4,42,94.6,1.7,85.2,97,86.8,18,81.5,75.3,27918.8,15.7,17072,6.3,451573,67.2,-9.13861609502389
"1253",6.1,20.8,44,93,0.08,88.9,96.7,91.7,25.9,80.9,77.5,29559.48,13.3,3193,8.1,74927,4.5,-9.09307595181553
"1254",4.5,14.7,38.6,71.2,7.34,76.2,80.4,77.6,10.9,82.4,78.8,29288.89,21.3,5353,15.5,162003,21.8,-9.34149393981474
"1255",5.6,22.4,45.9,97.8,0.43,89,97.6,92.1,19.8,83.6,80.8,29948.88,11.6,5457,5.7,98242,18,-8.64191085700867
"1256",6.1,20.4,42.8,96.6,0.43,93.4,97.7,85.8,17.1,78.1,78.2,24889.71,16.6,4528,11,126067,13.4,-9.7838590650806
"1257",6.4,16.9,40.3,92.5,1.95,88,96,82.2,16.2,80.2,70.3,20060.71,21.8,17439,9.1,392668,86.5,-8.40420824189711
"1258",6.9,14.7,36.6,93,0.89,84.1,95.6,93.7,35.1,88.4,70.3,37683.41,7.2,47814,6.3,1182522,49.8,-8.29734259945201
"1259",6,17.7,42.8,92.8,2.05,85.7,96.4,84.6,17,78.3,74.8,24642.68,14.5,9295,7.6,163857,85.7,-9.16055471246565
"1260",5.4,21.7,45.8,98.1,0.03,94.8,96.8,87.9,11.4,73,79.9,23279.15,15.2,4990,10.2,129560,32.1,-10.9451237636812
"1261",3.2,29.9,53.5,79.2,9.23,90.2,98.1,88.1,22.1,79.6,81.1,29729.39,14.2,4769,10.2,100669,84.1,-9.2774147376405
"1262",5.4,19.7,43.3,97.3,0.4,91.1,98.7,86.9,17.2,84.6,80,25146.64,17.4,12568,7.5,348023,107.2,-9.67744396685094
